predicted,actual
36.65,51
16.77,4
16.32,0
11.31,0
52.86,65
45.66,51
54.49,61
59.67,69
9.319047619047621,8
56.87,69
46.05,52
14.99,0
42.29,44
49.19,51
58.07,70
12.54,0
35.35,43
10.61,0
12.79,0
54.05,72
17.07,0
13.44,11
7.67,0
45.21,41
45.94,50
11.96,1
58.24,71
27.83,19
13.41,5
14.39,0
70.61,89
58.02,72
39.6,52
32.49,27
29.56,26
31.97,38
68.6,84
28.53,18
15.7,0
60.23,67
9.49,0
12.34,0
48.89,53
50.71,57
55.56,64
24.36,20
27.03,24
21.682,13
32.8,33
65.18,71
20.23,21
34.1,43
11.12,0
48.96,52
12.9,1
63.17,76
8.35,0
9.27,0
9.325,0
64.59,71
15.12,0
37.54333333333333,42
47.37,57
6.52,3
42.1,52
11.45,2
14.83,3
30.99,32
8.85,0
38.52,47
3.79,0
40.75,43
4.59,0
53.24,61
48.79,57
14.07,1
61.79,73
59.73,72
38.6,45
4.23,0
17.42,13
8.61,0
36.55,46
48.86,54
22.46,21
57.06,69
58.92,72
19.3,0
14.43,0
52.89,66
45.65,56
50.4,58
14.37,0
58.7,69
10.0,0
33.64,33
27.61,24
38.88,43
56.95,70
33.39,40
41.43,54
42.73,44
9.23,0
17.73,0
42.15,49
41.33,48
40.29,46
38.44,45
44.23,58
9.26,0
18.7,9
29.48,32
36.59,40
8.09,0
65.03,71
42.51,40
10.04,0
59.42,67
13.58,0
39.05,46
11.24,2
76.29,88
42.19,45
9.15,0
59.34,78
16.23,9
49.51,61
26.65,12
8.95,0
54.47,62
29.05,30
9.27,0
12.08,0
25.5,18
36.71,43
13.07,0
51.7,60
9.47,0
30.25,35
18.18,12
18.21,3
60.57,71
11.98,3
48.16,59
14.89,5
50.44,53
13.7,0
39.7,50
6.223333333333334,0
56.58,67
21.64,2
38.87,37
30.97,34
42.76,49
9.12,0
42.2,46
13.59,0
34.61,37
45.82,61
4.75,0
25.73,20
3.19,0
56.23,73
24.16,25
54.3,67
39.18,47
36.84,45
6.08,0
11.12,0
38.12,43
49.8,49
44.02,46
66.42,77
45.95,53
34.99,37
63.17,76
15.48,0
49.37,57
45.27,55
28.650666666666666,4
53.88,66
36.45,42
32.14,42
4.97,0
51.87,67
6.48,0
9.185,0
10.91,0
35.07,39
60.42,70
10.053333333333335,0
36.65,43
11.66,0
9.386666666666667,0
57.76,71
52.0,57
5.77,0
39.05,36
34.79,36
41.91,43
12.45,1
9.95,0
28.81,24
39.89,46
42.58,58
20.55,19
12.12,0
35.53,41
50.22,61
14.83,2
9.12,0
8.1,3
69.84,81
15.04,0
8.82,0
51.06,60
12.13,1
38.31,43
25.96,18
51.66,56
9.94,0
49.86,61
49.99,57
70.11,86
67.85,88
7.49,0
7.32,0
15.65,1
10.67,0
29.34,33
53.45,61
24.73,26
7.03,0
14.47,2
